( ￣ー￣)φ__ write
__〆(￣ー￣ ) write
....φ(︶▽︶)φ.... write
__φ(。。) write
....φ(・∀・*) write
( . .)φ__ write
__φ(．．;) write
___〆(・∀・) write
__φ(◎◎ヘ) write
¯\\_(ツ)_/¯ shrug
¯\\_(ツ)_/¯ shrug
ʅ(ツ)ʃ shrug
乁(ツ)ㄏ shrug
乁(ツ)∫ shrug
ƪ(ツ)∫ shrug
¯\\₍ッ₎/¯ shrug
乁₍ッ₎ㄏ shrug
ʅ₍ッ₎ʃ shrug
¯\\(シ)/¯ shrug
¯\\(ツ゚)/¯ shrug
乁(ツ゚)ㄏ shrug
¯\\㋡/¯ shrug
┐_㋡_┌ shrug
¯\\(⌣̯̀ ⌣́)/¯ shrug
¯\\(ಠ_ಠ)/¯ shrug
¯\\(ತ_ʖತ)/¯ shrug
¯\\(ಸ ‿ ಸ)/¯ shrug
¯\\(ಸ◞౪◟ಸ)/¯ shrug
¯\\( ´∀｀)/¯ shrug
¯\\(Φ ᆺ Φ)/¯ shrug
¯\\(´◉◞౪◟◉)/¯ shrug
¯\\(´・ω・｀)/¯ shrug
¯\\(˶′◡‵˶)/¯ shrug
¯\\(ಥ‿ಥ)/¯ shrug
¯\\(；へ：)/¯ shrug
¯\\(ᗒᗩᗕ)/¯ shrug
¯\\( ´･ω･)/¯ shrug
¯\\(๑❛ᴗ❛๑)/¯ shrug
¯\\(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)/¯ shrug
ʅ（´◔౪◔）ʃ shrug
┐(￣ー￣)┌ shrug
★｡･:¯\\(ツ)/¯:･ﾟ★ shrug
ʅ(°_°)ʃ shrug
ʅ(°_°)ʃ shrug
ʅ(°‿°)ʃ shrug
ʅ(°﹃°)ʃ shrug
ʅ(°⊱,°)ʃ shrug
ʅ(°,ʖ°)ʃ shrug
ʅ(°益°)ʃ shrug
ʅ(°_◞°)ʃ shrug
ʅ(°ヮ°)ʃ shrug
┐(°_°)ʃ shrug
┐(°‿°)┌ shrug
┐(°﹃°)┌ shrug
┐(°⊱,°)┌ shrug
┐(°,ʖ°)┌ shrug
┐(°益°)┌ shrug
┐(°_◞°)┌ shrug
┐(°ヮ°)┌ shrug
¯\\(°_°)/¯ shrug
¯\\(°‿°)/¯ shrug
¯\\(°﹃°)/¯ shrug
¯\\(°⊱,°)/¯ shrug
¯\\(°,ʖ°)/¯ shrug
¯\\(°益°)/¯ shrug
¯\\(°_◞°)/¯ shrug
¯\\(°ヮ°)/¯ shrug
¯\\(°╭╮°)/¯ shrug
¯\\(°∀°)/¯ shrug
¯\\(°◞౪◟°)/¯ shrug
\\(°,｣°)_/¯ shrug
¯\\(°ᴥ°)/¯ shrug
┐(°,_｣°)┌ shrug
( ͡° ͜ʖ ͡°) lenny
( ͡° ل͜ ͡°) lenny
( ° ͜ʖ °) lenny
( ‾ʖ̫‾) lenny
☞ó ͜つò☞ lenny
(˵ ͡° ͜ʖ ͡°˵) lenny
( ͠° ͟ʖ ͠°) lenny
( ͠° ͟ʖ ͡°) lenny
(ᴗ ͜ʖ ᴗ) lenny
( ͡° ͜ʖ ͡ – ✧) lenny
( ͠° ͟ ͜ʖ ͡ ͠°) lenny
(˵ ͡o ͜ʖ ͡o˵) lenny
(⟃ ͜ʖ ⟄) lenny
(✿◠‿◠) lenny
( ° ᴗ°)~ð (/❛o❛\\) lenny
( ＾◡＾)っ✂❤ lenny
( ͡° ͜ʖ ͡°)╭∩╮ lenny
（￣ε￣ʃƪ） lenny
•́ε•̀٥ lenny
(͠≖ ͜ʖ͠≖)ε｀●) lenny
( ͠° ͟ʖ ͡°) lenny
( ͡~ ͜ʖ ͡°) lenny
( ° ͜ʖ °) lenny
( ͡ᵔ ͜ʖ ͡ᵔ ) lenny
(╯ ͠° ͟ʖ ͡°)╯┻━┻ lenny
( ͡ʘ ͜ʖ ͡ʘ) lenny
( ͡o ͜ʖ ͡o) lenny
( ಠ ͜ʖಠ) lenny
(ง ͡ʘ ͜ʖ ͡ʘ)ง lenny
(ง ͠° ͟ل͜ ͡°)ง lenny
(͠≖ ͜ʖ͠≖) lenny
( ͡° ʖ̯ ͡°) lenny
(ᴗ ͜ʖ ᴗ) lenny
(‡▼益▼) lenny
(‡ಠ╭╮ಠ) lenny
(｀∀´)Ψ lenny
¯\\_( ͡° ͜ʖ ͡°)_/¯ lenny
¯\\_(ツ)_/¯ lenny
( •̀ᴗ•́ )و ̑̑ lenny
ʚ(*´꒳`*)ɞ lenny
ಠ▄ಠ lenny
ᕦ(ò_óˇ) lenny
(☞ ͡° ͜ʖ ͡°)☞ lenny
ᕦ( ͡° ͜ʖ ͡°)ᕤ lenny
٩(^ᴗ^)۶ lenny
ᕕ( ͡° ͜ʖ ͡°)ᕗ lenny
(☝◞‸◟)☞ lenny
ᕕ( ᐛ )ᕗ lenny
ᕕ( ཀ ʖ̯ ཀ)ᕗ lenny
ᕙ(▀̿̿Ĺ̯̿̿▀̿ ̿) ᕗ lenny
ლ(´ڡ`ლ) lenny
(ó﹏ò｡) lenny
(´･_･`) lenny
( ‾ ʖ̫ ‾) lenny
✌.|•͡˘‿•͡˘|.✌ lenny
ฅ^•ﻌ•^ฅ lenny
︻╦╤─ lenny
┌П┐(►˛◄’!) lenny
ヽ(ﾟДﾟ)ﾉ lenny
┬┴┤( ͡⚆ل͜├┬┴┬ lenny
ཀ ʖ̯ ཀ lenny
ಠ╭╮ಠ lenny
(ᗒᗣᗕ)՞ lenny
ಥ_ಥ lenny
凸༼ຈل͜ຈ༽凸 lenny
ɿ(｡･ɜ･)ɾⓌⓗⓨ? lenny
щ（ﾟДﾟщ） lenny
(｢๑•₃•)｢ ʷʱʸ? lenny
◕‿↼ lenny
( ͡°( ͡° ͜ʖ( ͡° ͜ʖ ͡°)ʖ ͡°) ͡°) lenny
(╯°□°）╯︵ ┻━┻ tableflip
(┛◉Д◉)┛彡┻━┻ tableflip
(ﾉ≧∇≦)ﾉ ﾐ ┸━┸ tableflip
(ノಠ益ಠ)ノ彡┻━┻ tableflip
(╯ರ ~ ರ）╯︵ ┻━┻ tableflip
(┛ಸ_ಸ)┛彡┻━┻ tableflip
(ﾉ´･ω･)ﾉ ﾐ ┸━┸ tableflip
(ノಥ,_｣ಥ)ノ彡┻━┻ tableflip
(┛✧Д✧))┛彡┻━┻ tableflip
┻━┻ ︵ヽ(`Д´)ﾉ︵ ┻━┻ tableflip
┻━┻ ︵ ¯\\(ツ)/¯ ︵ ┻━┻ tableflip
(ノTДT)ノ ┫:･’.::･┻┻:･’.::･ tableflip
(ノ｀⌒´)ノ ┫：・’.：：・┻┻：・’.：：・ tableflip
(ﾉ*｀▽´*)ﾉ ⌒┫ ┻ ┣ ┳ tableflip
┻━┻ミ＼(≧ﾛ≦＼) tableflip
┻━┻︵└(՞▃՞ └) tableflip
┻━┻︵└(´▃｀└) tableflip
─=≡Σ((((╯°□°）╯︵ ┻━┻ tableflip
(ノ｀´)ノ ~┻━┻ tableflip
(-_- )ﾉ⌒┫ ┻ ┣ tableflip
(ノ￣皿￣）ノ ⌒=== ┫ tableflip
ノ｀⌒´)ノ ┫：・’.：：・┻┻ tableflip
༼ﾉຈل͜ຈ༽ﾉ︵┻━┻ tableflip
ヽ༼ຈل͜ຈ༽ﾉ⌒┫ ┻ ┣ tableflip
ﾐ┻┻(ﾉ>｡<)ﾉ tableflip
.::･┻┻☆()ﾟOﾟ) tableflip
(ノʘ言ʘ)ﾉ ⌒┫ ┻ ┣ ┳☆(>｡☆) tableflip
(ノ｀m´)ノ ~┻━┻ (/o＼) tableflip
⌒┫ ┻ ┣ ⌒┻☆)ﾟ⊿ﾟ)ﾉ tableflip
(ﾉ≧∇≦)ﾉ ﾐ ┸┸)`νﾟ)･;’. tableflip
(╯°益°)╯彡┻━┻ tableflip
(╮°-°)╮┳━━┳ ( ╯°□°)╯ ┻━━┻ tableflip
ミ(ノ￣^￣)ノ≡≡≡≡≡━┳━☆()￣□￣)/ tableflip
┣ﾍ(^▽^ﾍ)Ξ(ﾟ▽ﾟ*)ﾉ┳━┳ tableset
┬──┬ ノ( ゜-゜ノ) tableset
┬──┬ ¯\\_(ツ) tableset
(ヘ･_･)ヘ┳━┳ tableset
ヘ(´° □°)ヘ┳━┳ tableset
┣ﾍ(≧∇≦ﾍ)… (≧∇≦)/┳━┳ tableset
(つ ์ 𓎟 ์ )つ┳━┳ tableset
┬─┬ノ( º _ ºノ) tableset
(੭່˙ ์•͈ ▿ •͈ ์ )੭່˙┬──┬ tableset
